timestamp,relative_t_s,is_blackout,gnss_available,pos_est_e,pos_est_n,pos_est_u,pos_ref_e,pos_ref_n,pos_ref_u,pos_err_2d,vel_est_e,vel_est_n,vel_est_u,vel_ref_e,vel_ref_n,vel_err_2d,speed_est,speed_ref,heading_est_deg,heading_ref_deg,heading_err_deg,ai_speed,ai_accepted,ai_innovation,ai_nis,nhc_active,zupt_active,pos_cov_trace,vel_cov_trace
3673.024000000005,0.0,False,True,-0.0840495406764414,0.06674432774966893,1.8686798197084118e-08,0.0,0.0,0.0,0.10732721264747354,-2.5248633174319046,2.005441643980477,1.5688285143975393e-06,-3.897934435257376,3.0950070643164906,1.7528482820251396,3.2243962162123254,4.9772443771362305,141.53521256669808,141.55,0.01478743330194756,0.0,False,0.0,0.0,False,False,19.85329731736357,0.49157635822560797
3673.1240000000107,0.1,False,True,-0.33620382008744726,0.26757540713476957,0.00022095702952428957,0.0,0.0,0.0,0.42968547467273116,-2.5182222707882134,2.0111799437215354,0.004417198026007451,-3.8197934203805217,3.032962153845657,1.6547284799559043,3.222776469307405,4.877466678619385,141.5403483349026,141.55,0.00965166509736009,0.0,False,0.0,0.0,False,False,19.859760694863176,1.1690912559684299
3673.2230000000127,0.2,False,True,-0.5874851618280426,0.4681334129298689,0.0016055373696405768,0.0,0.0,0.0,0.7511908596818044,-2.504956475586531,2.0029853889845843,0.023252462334961675,-3.7959813026947855,3.014055044534871,1.6398191828931852,3.207297524874894,4.8470611572265625,141.5181349738836,141.55,0.031865026116393066,0.0,False,0.0,0.0,False,False,19.882857169811835,1.8472209030761386
3673.324000000008,0.3,False,True,-0.8367322650310567,0.6680081623488662,0.005304715754345186,0.0,0.0,0.0,1.0706800587984777,-2.486426339305409,1.9863281417717,0.050791745664657814,-3.6292613759531682,2.8816774071994793,1.4517996514987008,3.1824228863534008,4.6341776847839355,141.51545252279573,141.55,0.03454747720425462,0.0,False,0.0,0.0,False,False,19.936162764580345,2.525871859679341
3673.423999999999,0.4,False,True,-1.0849376486696778,0.8666561361307626,0.010609694779882727,0.0,0.0,0.0,1.3885901338386328,-2.4822664240845285,1.980880291832674,0.055331864152392975,-3.5267294182919673,2.800265793292058,1.3275148007727124,3.1757728713981566,4.503255367279053,141.5236834105917,141.55,0.02631658940831871,0.0,False,0.0,0.0,False,False,20.033271962105413,3.2049465635204317
3673.524000000005,0.5,False,True,-1.3331555433910713,1.064802801424574,0.01636096719456359,0.0,0.0,0.0,1.7061971482791676,-2.4814420214305914,1.9831213339040843,0.05969378776792961,-3.41225909961304,2.7093749764119,1.1806205090087083,3.176527149373519,4.357089042663574,141.48717230826972,141.55,0.06282769173024158,0.0,False,0.0,0.0,False,False,20.187794269055196,3.8845897069112976
3673.6240000000107,0.6,False,True,-1.580367139022975,1.2627034376541317,0.023125362222513605,-27.144953392274413,17.581576951408028,0.0,30.329090046650443,-2.4677618577684557,1.9687460296117896,0.07560116234697888,-3.952479127553519,1.3501540011471507,1.6084282604076594,3.1568670411927404,4.176722049713135,141.50984961772252,161.14,19.630150382277467,0.0,False,0.0,0.0,False,False,20.413355692065352,4.564927112307397
3673.7230000000127,0.7,False,True,-1.8246928496979524,1.4593935641711253,0.03156056016597453,-27.144953392274413,17.581576951408028,0.0,30.017334843647458,-2.441226885282922,1.9366621916680777,0.09309071783357972,-3.860850166873195,1.3188538465122872,1.5482304134001732,3.116127267950518,4.079894542694092,141.53455443152802,161.14,19.605445568471918,0.0,False,0.0,0.0,False,False,20.723600666190446,5.245995616768909
3673.823000000004,0.8,False,True,-2.067286502804812,1.652964690148523,0.04153066641599625,-27.144953392274413,17.581576951408028,0.0,29.708754016093415,-2.4247846581131087,1.9165817474865692,0.10621772552696568,-3.6950984118979546,1.2622335866817178,1.428939658839252,3.0907711388938806,3.9047389030456543,141.54792195623529,161.14,19.59207804376471,0.0,False,0.0,0.0,False,False,21.132193449318777,5.927809495948004
3673.92300000001,0.9,False,True,-2.307404419723818,1.8439761646565571,0.053152210669094285,-27.144953392274413,17.581576951408028,0.0,29.403671836813338,-2.3934735118314663,1.8835418936255974,0.12603942159148032,-3.5448294794048296,1.2109022086007195,1.3334409285518285,3.045725778346034,3.7459444999694824,141.57033470765873,161.14,19.569665292341245,0.0,False,0.0,0.0,False,False,21.652821308744965,6.610505591858284
3674.024000000005,1.0,False,True,-2.5451904018595695,2.0312720956284327,0.06624576585592157,-27.144953392274413,17.581576951408028,0.0,29.1025827082798,-2.36448625043193,1.859434205995458,0.13579588294439854,-3.273606185488486,1.1182532144712742,1.1729656084105826,3.0080376983853787,3.459333419799805,141.57495570411774,161.14,19.56504429588227,0.0,False,0.0,0.0,False,False,22.299196134487833,7.294020146195953
3674.1240000000107,1.1,False,True,-2.7811401119787256,2.2163732463151846,0.08051511344467083,-27.144953392274413,17.581576951408028,0.0,28.80425111777967,-2.348911032420908,1.8497968610035083,0.14967633996610052,-3.166031433805801,1.081506029547697,1.1215866226281723,2.989838033273222,3.3456554412841797,141.58124954239253,161.14,19.558750457607417,0.0,False,0.0,0.0,False,False,23.085054774629135,7.978454620579033
3674.2230000000127,1.2,False,True,-3.015520656862875,2.400488241975456,0.09639814347954004,-27.144953392274413,17.581576951408028,0.0,28.50780557209571,-2.33307953657153,1.8396018560589698,0.1680455077689109,-3.0589038573702534,1.0449115982325898,1.0762683450455497,2.9710932521185582,3.232450008392334,141.5934710758812,161.14,19.54652892411873,0.0,False,0.0,0.0,False,False,24.024162963188644,8.663889888112328
3674.323000000004,1.3,False,True,-3.2490049621379393,2.582726277134192,0.11373516607132127,-27.144953392274413,17.581576951408028,0.0,28.213150708931934,-2.3131625094382353,1.8347114552918435,0.17884716878297197,-2.978328157301687,1.0173872014345364,1.053785687434124,2.9524374539098552,3.1473028659820557,141.60376775975607,161.14,19.5362322402439,0.0,False,0.0,0.0,False,False,25.130314708280718,9.3502889785705
3674.423999999999,1.4,False,True,-3.4793787605785185,2.7655462871613175,0.13205656255509035,-27.144953392274413,17.581576951408028,0.0,27.92085577650275,-2.2958003357506827,1.8197956888101217,0.1875832702806409,-2.803520765144635,0.9576735654267907,1.0005171612975774,2.9295657580339194,2.9625778198242188,141.61230132134338,161.14,19.527698678656595,0.0,False,0.0,0.0,False,False,26.417333401681276,10.037743627661836
