timestamp,relative_t_s,is_blackout,gnss_available,gnss_trust_status,pos_est_e,pos_est_n,pos_est_u,pos_ref_e,pos_ref_n,pos_ref_u,pos_err_2d,pos_err_3d,vel_est_e,vel_est_n,vel_est_u,vel_ref_e,vel_ref_n,vel_ref_u,vel_err_2d,speed_est,speed_ref,speed_err,heading_est_deg,heading_ref_deg,heading_err_deg,ai_speed,ai_accepted,ai_innovation,ai_nis,nhc_active,zupt_active,zaru_active,pos_cov_trace,vel_cov_trace
274.2430000000022,0.0,False,True,NORMAL,-0.4889876625644989,0.010508107622007531,0.0009514603323215404,0.0,0.0,0.0,0.4891005565996505,0.48910148204933085,-18.510721968391504,0.40456900475894125,0.07189075747158412,-18.436371107204234,0.38940609948508226,0.0,0.07588125101520593,18.515142556045944,18.44048309326172,0.07465946278422564,178.49338636973567,178.79000000000002,0.29661363026428944,0.0,False,0.0,0.0,False,False,False,19.853467697975184,0.7585886502258115
274.34300000000803,0.1,False,True,NORMAL,-1.3445185475753783,0.030636848851602904,0.006040233705915819,0.0,0.0,0.0,1.34486755529374,1.3448811195436505,-18.379552114032833,0.4487142862755269,0.1187380773069846,-18.363004139426558,0.38785646997354634,0.0,0.06306749771963019,18.385028703354166,18.36709976196289,0.017928941391275544,177.8440048489989,178.79000000000002,0.9459951510011138,0.0,False,0.0,0.0,False,False,False,11.444719613854476,0.7777160458744576
274.4429999999993,0.2,False,True,NORMAL,-2.226384972785419,0.054959269575703906,0.013666153026261885,0.0,0.0,0.0,2.227063216066626,2.2271051461697002,-18.15272595350808,0.5041649540817716,0.1497619893848424,-18.4477706948056,0.3896468772887929,0.0,0.31648979332623534,18.159725819628726,18.451885223388672,0.2921594037599462,178.0012499473309,178.79000000000002,0.7887500526691156,0.0,False,0.0,0.0,False,False,False,8.04713401115966,0.8072573956943145
274.5430000000051,0.3,False,True,NORMAL,-3.108631835499801,0.08148084939754274,0.02863644115777217,0.0,0.0,0.0,3.1096995059814714,3.109831356080839,-18.06625151151184,0.5131329304472885,0.32095390151512204,-18.51449203481634,0.3910561403490188,0.0,0.46456679757919395,18.073537259803718,18.51862144470215,0.4450841848984304,179.28338663889778,178.79000000000002,-0.49338663889773215,0.0,False,0.0,0.0,False,False,False,6.215757609448961,0.8525172693384822
274.64300000001094,0.4,False,True,NORMAL,-3.9856112610248373,0.11106512295266971,0.053045011070655304,0.0,0.0,0.0,3.987158460049523,3.9875112988860573,-17.903722613008412,0.5921985016141817,0.41330675259357613,-18.456548262843253,0.389832273781011,0.0,0.5887005089880086,17.913513962058445,18.460664749145508,0.5471507870870624,180.27824228929404,178.79000000000002,1.4882422892940217,0.0,False,0.0,0.0,False,False,False,5.076916457229071,0.9068991501817905
274.7430000000022,0.5,False,True,NORMAL,-4.851545042142897,0.14248705138866805,0.08094154088189114,0.0,0.0,0.0,4.853636971978308,4.854311834729522,-17.790978793563383,0.5760133663683069,0.45346573674279805,-18.498927726686137,0.3907273968839994,0.0,0.7317940846969082,17.80030106012977,18.503053665161133,0.7027526050313639,179.33633299260663,178.79000000000002,-0.5463329926066081,0.0,False,0.0,0.0,False,False,False,4.306804242586412,0.9684722148589382
274.84300000000803,0.6,False,True,NORMAL,-5.700273884957293,0.17539349697184603,0.10986806336608015,0.0,0.0,0.0,5.702971615071052,5.70402982405018,-17.571321841683556,0.6480130947587984,0.4844205644214465,-18.48754911524128,0.3904870621307807,0.0,0.9517310934776408,17.58326682488224,18.49167251586914,0.9084056909868998,178.10831533625856,178.79000000000002,0.6816846637414642,0.0,False,0.0,0.0,False,False,False,3.7579824944129387,1.0395516908020226
274.9429999999993,0.7,False,True,NORMAL,-6.52653167899228,0.20991053390541303,0.13556774199292407,0.0,0.0,0.0,6.529906445664764,6.531313558680466,-17.42163330167423,0.6366604924403467,0.42322427992847544,-18.454589852594573,0.3897909089759908,0.0,1.0620469986441818,17.433262559849172,18.45870590209961,1.025443342250437,179.14201372177618,178.79000000000002,-0.3520137217761885,0.0,False,0.0,0.0,False,False,False,3.3538543485026358,1.1109206926846737
275.0430000000051,0.8,False,True,NORMAL,-7.33206114991069,0.23876002456551162,0.15534961909215486,0.0,0.0,0.0,7.335947590826981,7.337592286268859,-17.33315380266309,0.5480095229472128,0.3853600405880465,-18.480892045934425,0.39034645401556595,0.0,1.1585166025450448,17.341814645071455,18.485013961791992,1.143199316720537,178.81103608598613,178.79000000000002,-0.02103608598616802,0.0,False,0.0,0.0,False,False,False,3.050783378250793,1.1899659051704212
275.14300000001094,0.9,False,True,NORMAL,-8.103561229576151,0.26190876477136105,0.17303539705153592,0.0,0.0,0.0,8.10779259740614,8.109638836050998,-17.006310093756415,0.5268439579831293,0.39986404050896324,-18.498641688188275,0.390721355286382,0.0,1.4985269269200585,17.01446877105085,18.50276756286621,1.4882987918153603,178.50738847114744,178.79000000000002,0.28261152885261254,0.0,False,0.0,0.0,False,False,False,2.8223545348912253,1.281825394815288
275.24400000000605,1.0,False,True,NORMAL,-8.820903222725324,0.2842615367354672,0.19161681828507537,0.0,0.0,0.0,8.825482325966847,8.827562250757731,-16.592211051557808,0.5416171341392116,0.4323929289740527,-18.40840607673016,0.3888154326246915,0.0,1.822611513583334,16.60104866264268,18.412511825561523,1.8114631629188445,178.41710142897122,178.79000000000002,0.3728985710287702,0.0,False,0.0,0.0,False,False,False,2.6517361397996257,1.3822109827515945
275.34300000000803,1.1,False,True,NORMAL,-9.469274288268585,0.30354705639898844,0.208423760969162,0.0,0.0,0.0,9.474138291259687,9.47643059522147,-16.049597549038182,0.476068575605536,0.4010559763948747,-18.373341570739207,0.3880748133114378,0.0,2.325409465146713,16.056656649962083,18.377439498901367,2.3207828489392845,177.922472674367,178.79000000000002,0.8675273256330343,0.0,False,0.0,0.0,False,False,False,2.5274919089455157,1.4809032946406453
275.4429999999993,1.2,False,True,NORMAL,-11.068908265002628,0.34825945613185677,0.2501891180746096,0.0,0.0,0.0,11.074385528228136,11.077211265595313,-15.943081985642698,0.4181794190518311,0.43425116571407657,-18.39058778523682,0.3884390813704473,0.0,2.4476864845670643,15.948565365807774,18.394689559936523,2.4461241941287497,178.5168416403152,178.79000000000002,0.273158359684885,0.0,False,0.0,0.0,False,False,False,2.6847433691588214,1.6144142736792526
